pitch,a,h,T
1.1,0.7,2,0.98605 
1.1,0.7,2.5,0.98124 
1.1,0.75,0.5,0.93749 
1.1,0.75,1,0.94336 
1.1,0.75,1.5,0.95183 
1.1,0.75,2,0.96257 
1.1,0.75,2.5,0.97486 
1.1,0.8,0.5,0.88949 
1.1,0.8,1,0.89536 
1.1,0.8,1.5,0.90368 
1.1,0.8,2,0.91498 
1.1,0.8,2.5,0.93191 
1.1,0.85,0.5,0.83281 
1.1,0.85,1,0.83616 
1.1,0.85,1.5,0.84175 
1.1,0.85,2,0.85016 
1.1,0.85,2.5,0.86350 
1.15,0.4,0.5,0.84694 
1.15,0.4,1,0.83355 
1.15,0.4,1.5,0.80857 
1.15,0.4,2,0.77035 
1.15,0.4,2.5,0.70406 
1.15,0.45,0.5,0.89118 
1.15,0.45,1,0.87710 
1.15,0.45,1.5,0.85140 
1.15,0.45,2,0.80999 
1.15,0.45,2.5,0.73392 
1.15,0.5,0.5,0.93265 
1.15,0.5,1,0.91934 
1.15,0.5,1.5,0.89575 
1.15,0.5,2,0.85657 
1.15,0.5,2.5,0.77562 
1.15,0.55,0.5,0.96711 
1.15,0.55,1,0.95712 
1.15,0.55,1.5,0.93785 
1.15,0.55,2,0.90485 
1.15,0.55,2.5,0.82856 
1.15,0.6,0.5,0.98916 
1.15,0.6,1,0.98414 
1.15,0.6,1.5,0.97237 
1.15,0.6,2,0.94977 
1.15,0.6,2.5,0.88938 
1.15,0.65,0.5,0.99561 
1.15,0.65,1,0.99556 
1.15,0.65,1.5,0.99268 
1.15,0.65,2,0.98262 
1.15,0.65,2.5,0.94664 
1.15,0.7,0.5,0.98379 
1.15,0.7,1,0.98750 
1.15,0.7,1.5,0.99185 
1.15,0.7,2,0.99405 
1.15,0.7,2.5,0.98432 
1.15,0.75,0.5,0.95292 
1.15,0.75,1,0.95863 
1.15,0.75,1.5,0.96686 
1.15,0.75,2,0.97674 
1.15,0.75,2.5,0.98685 
1.15,0.8,0.5,0.90607 
1.15,0.8,1,0.91108 
1.15,0.8,1.5,0.91974 
1.15,0.8,2,0.93164 
1.15,0.8,2.5,0.94839 
1.15,0.85,0.5,0.84615 
1.15,0.85,1,0.85014 
1.15,0.85,1.5,0.85602 
1.15,0.85,2,0.86489 
1.15,0.85,2.5,0.87895 
1.2,0.4,0.5,0.82305 
1.2,0.4,1,0.81267 
1.2,0.4,1.5,0.78799 
1.2,0.4,2,0.75156 
1.2,0.4,2.5,0.69475 
1.2,0.45,0.5,0.87077 
1.2,0.45,1,0.85632 
1.2,0.45,1.5,0.82998 
1.2,0.45,2,0.78953 
1.2,0.45,2.5,0.72154 
1.2,0.5,0.5,0.91590 
1.2,0.5,1,0.90234 
1.2,0.5,1.5,0.87607 
1.2,0.5,2,0.83600 
1.2,0.5,2.5,0.76008 
1.2,0.55,0.5,0.95519 
1.2,0.55,1,0.94395 
1.2,0.55,1.5,0.92233 
1.2,0.55,2,0.88634 
1.2,0.55,2.5,0.81187 
1.2,0.6,0.5,0.98440 
1.2,0.6,1,0.97775 
1.2,0.6,1.5,0.96320 
1.2,0.6,2,0.93631 
1.2,0.6,2.5,0.87365 
1.2,0.65,0.5,0.99841 
1.2,0.65,1,0.99667 
1.2,0.65,1.5,0.99113 
1.2,0.65,2,0.97695 
1.2,0.65,2.5,0.93597 
1.2,0.7,0.5,0.99285 
1.2,0.7,1,0.99558 
1.2,0.7,1.5,0.99800 
1.2,0.7,2,0.99738 
1.2,0.7,2.5,0.98269 
1.2,0.75,0.5,0.96610 
1.2,0.75,1,0.97145 
1.2,0.75,1.5,0.97906 
1.2,0.75,2,0.98771 
1.2,0.75,2.5,0.99498 
1.2,0.8,0.5,0.92004 
1.2,0.8,1,0.92574 
1.2,0.8,1.5,0.93446 
1.2,0.8,2,0.94636 
1.2,0.8,2.5,0.96279 
1.2,0.85,0.5,0.85867 
1.2,0.85,1,0.86328 
1.2,0.85,1.5,0.86967 
1.2,0.85,2,0.87900 
1.2,0.85,2.5,0.89347 
1.25,0.4,0.5,0.80087 
1.25,0.4,1,0.78986 
1.25,0.4,1.5,0.76608 
1.25,0.4,2,0.73367 
1.25,0.4,2.5,0.68732 
1.25,0.45,0.5,0.84806 
1.25,0.45,1,0.83331 
1.25,0.45,1.5,0.80724 
1.25,0.45,2,0.76942 
1.25,0.45,2.5,0.71030 
1.25,0.5,0.5,0.89532 
1.25,0.5,1,0.88067 
1.25,0.5,1.5,0.85369 
1.25,0.5,2,0.81365 
1.25,0.5,2.5,0.74519 
1.25,0.55,0.5,0.93905 
1.25,0.55,1,0.92647 
1.25,0.55,1.5,0.90304 
1.25,0.55,2,0.86491 
1.25,0.55,2.5,0.79418 
1.25,0.6,0.5,0.97496 
1.25,0.6,1,0.96634 
1.25,0.6,1.5,0.94903 
1.25,0.6,2,0.91861 
1.25,0.6,2.5,0.85486 
1.25,0.65,0.5,0.99635 
1.25,0.65,1,0.99285 
1.25,0.65,1.5,0.98434 
1.25,0.65,2,0.96618 
1.25,0.65,2.5,0.92116 
1.25,0.7,0.5,0.99800 
1.25,0.7,1,0.99944 
1.25,0.7,1.5,0.99984 
1.25,0.7,2,0.99588 
1.25,0.7,2.5,0.97627 
1.25,0.75,0.5,0.97687 
1.25,0.75,1,0.98142 
1.25,0.75,1.5,0.98794 
1.25,0.75,2,0.99502 
1.25,0.75,2.5,0.99898 
1.25,0.8,0.5,0.93336 
1.25,0.8,1,0.93881 
1.25,0.8,1.5,0.94738 
1.25,0.8,2,0.95871 
1.25,0.8,2.5,0.97455 
1.25,0.85,0.5,0.87118 
1.25,0.85,1,0.87579 
1.25,0.85,1.5,0.88240 
1.25,0.85,2,0.89224 
1.25,0.85,2.5,0.90726 
1.3,0.4,0.5,0.77798 
1.3,0.4,1,0.76706 
1.3,0.4,1.5,0.74471 
1.3,0.4,2,0.71550 
1.3,0.4,2.5,0.68182 
1.3,0.45,0.5,0.82362 
1.3,0.45,1,0.80949 
1.3,0.45,1.5,0.78440 
1.3,0.45,2,0.74890 
1.3,0.45,2.5,0.70030 
1.3,0.5,0.5,0.87199 
1.3,0.5,1,0.85742 
1.3,0.5,1.5,0.82975 
1.3,0.5,2,0.79088 
1.3,0.5,2.5,0.73125 
1.3,0.55,0.5,0.91910 
1.3,0.55,1,0.90615 
1.3,0.55,1.5,0.88084 
1.3,0.55,2,0.84179 
1.3,0.55,2.5,0.77607 
1.3,0.6,0.5,0.96099 
1.3,0.6,1,0.95061 
1.3,0.6,1.5,0.93073 
1.3,0.6,2,0.89766 
1.3,0.6,2.5,0.83537 
1.3,0.65,0.5,0.98977 
1.3,0.65,1,0.98450 
1.3,0.65,1.5,0.97292 
1.3,0.65,2,0.95119 
1.3,0.65,2.5,0.90353 
1.3,0.7,0.5,0.99905 
1.3,0.7,1,0.99911 
1.3,0.7,1.5,0.99723 
1.3,0.7,2,0.98970 
1.3,0.7,2.5,0.96555 
1.3,0.75,0.5,0.98399 
1.3,0.75,1,0.98820 
1.3,0.75,1.5,0.99343 
1.3,0.75,2,0.99844 
1.3,0.75,2.5,0.99878 
1.3,0.8,0.5,0.94484 
1.3,0.8,1,0.94983 
1.3,0.8,1.5,0.95781 
1.3,0.8,2,0.96889 
1.3,0.8,2.5,0.98356 
1.3,0.85,0.5,0.88315 
1.3,0.85,1,0.88745 
1.3,0.85,1.5,0.89454 
1.3,0.85,2,0.90440 
1.3,0.85,2.5,0.91955 
1.35,0.4,0.5,0.75673 
1.35,0.4,1,0.74526 
1.35,0.4,1.5,0.72574 
1.35,0.4,2,0.69949 
1.35,0.4,2.5,0.67852 
1.35,0.45,0.5,0.79898 
1.35,0.45,1,0.78632 
1.35,0.45,1.5,0.76190 
1.35,0.45,2,0.72903 
1.35,0.45,2.5,0.69261 
1.35,0.5,0.5,0.84762 
1.35,0.5,1,0.83281 
1.35,0.5,1.5,0.80562 
1.35,0.5,2,0.76828 
1.35,0.5,2.5,0.71837 
1.35,0.55,0.5,0.89723 
1.35,0.55,1,0.88253 
1.35,0.55,1.5,0.85682 
1.35,0.55,2,0.81778 
1.35,0.55,2.5,0.75888 
1.35,0.6,0.5,0.94265 
1.35,0.6,1,0.93128 
1.35,0.6,1.5,0.90944 
1.35,0.6,2,0.87500 
1.35,0.6,2.5,0.81520 
1.35,0.65,0.5,0.97836 
1.35,0.65,1,0.97189 
1.35,0.65,1.5,0.95749 
1.35,0.65,2,0.93260 
1.35,0.65,2.5,0.88369 
1.35,0.7,0.5,0.99599 
1.35,0.7,1,0.99447 
1.35,0.7,1.5,0.99025 
1.35,0.7,2,0.97926 
1.35,0.7,2.5,0.95121 
1.35,0.75,0.5,0.98849 
1.35,0.75,1,0.99148 
1.35,0.75,1.5,0.99521 
1.35,0.75,2,0.99783 
1.35,0.75,2.5,0.99444 
1.35,0.8,0.5,0.95361 
1.35,0.8,1,0.95843 
1.35,0.8,1.5,0.96624 
1.35,0.8,2,0.97617 
1.35,0.8,2.5,0.98933 
1.35,0.85,0.5,0.89356 
1.35,0.85,1,0.89797 
1.35,0.85,1.5,0.90506 
1.35,0.85,2,0.91522 
1.35,0.85,2.5,0.93044 
1.4,0.4,0.5,0.73407 
1.4,0.4,1,0.72464 
1.4,0.4,1.5,0.70751 
1.4,0.4,2,0.68576 
1.4,0.4,2.5,0.67716 
1.4,0.45,0.5,0.77525 
1.4,0.45,1,0.76238 
1.4,0.45,1.5,0.74040 
1.4,0.45,2,0.71132 
1.4,0.45,2.5,0.68666 
1.4,0.5,0.5,0.82284 
1.4,0.5,1,0.80785 
1.4,0.5,1.5,0.78159 
1.4,0.5,2,0.74709 
1.4,0.5,2.5,0.70748 
1.4,0.55,0.5,0.87191 
1.4,0.55,1,0.85793 
1.4,0.55,1.5,0.83155 
1.4,0.55,2,0.79382 
1.4,0.55,2.5,0.74252 
1.4,0.6,0.5,0.92243 
1.4,0.6,1,0.90936 
1.4,0.6,1.5,0.88681 
1.4,0.6,2,0.85062 
1.4,0.6,2.5,0.79493 
1.4,0.65,0.5,0.96381 
1.4,0.65,1,0.95533 
1.4,0.65,1.5,0.93866 
1.4,0.65,2,0.91096 
1.4,0.65,2.5,0.86224 
1.4,0.7,0.5,0.98893 
1.4,0.7,1,0.98579 
1.4,0.7,1.5,0.97900 
1.4,0.7,2,0.96489 
1.4,0.7,2.5,0.93354 
1.4,0.75,0.5,0.98924 
1.4,0.75,1,0.99124 
1.4,0.75,1.5,0.99316 
1.4,0.75,2,0.99314 
1.4,0.75,2.5,0.98610 
1.4,0.8,0.5,0.96052 
1.4,0.8,1,0.96481 
1.4,0.8,1.5,0.97187 
1.4,0.8,2,0.98070 
1.4,0.8,2.5,0.99190 
1.4,0.85,0.5,0.90274 
1.4,0.85,1,0.90705 
1.4,0.85,1.5,0.91439 
1.4,0.85,2,0.92465 
1.4,0.85,2.5,0.93944 
1.45,0.4,0.5,0.71130 
1.45,0.4,1,0.70580 
1.45,0.4,1.5,0.69170 
1.45,0.4,2,0.67413 
1.45,0.4,2.5,0.67809 
1.45,0.45,0.5,0.75114 
1.45,0.45,1,0.74065 
1.45,0.45,1.5,0.72019 
1.45,0.45,2,0.69554 
1.45,0.45,2.5,0.68326 
1.45,0.5,0.5,0.79746 
1.45,0.5,1,0.78361 
1.45,0.5,1.5,0.75875 
1.45,0.5,2,0.72701 
1.45,0.5,2.5,0.69848 
1.45,0.55,0.5,0.84756 
1.45,0.55,1,0.83221 
1.45,0.55,1.5,0.80650 
1.45,0.55,2,0.77070 
1.45,0.55,2.5,0.72807 
1.45,0.6,0.5,0.89902 
1.45,0.6,1,0.88554 
1.45,0.6,1.5,0.86166 
1.45,0.6,2,0.82565 
1.45,0.6,2.5,0.77532 
1.45,0.65,0.5,0.94554 
1.45,0.65,1,0.93564 
1.45,0.65,1.5,0.91727 
1.45,0.65,2,0.88736 
1.45,0.65,2.5,0.84021 
1.45,0.7,0.5,0.97808 
1.45,0.7,1,0.97323 
1.45,0.7,1.5,0.96425 
1.45,0.7,2,0.94685 
1.45,0.7,2.5,0.91377 
1.45,0.75,0.5,0.98656 
1.45,0.75,1,0.98747 
1.45,0.75,1.5,0.98745 
1.45,0.75,2,0.98467 
1.45,0.75,2.5,0.97411 
1.45,0.8,0.5,0.96486 
1.45,0.8,1,0.96867 
1.45,0.8,1.5,0.97478 
1.45,0.8,2,0.98231 
1.45,0.8,2.5,0.99106 
1.45,0.85,0.5,0.91025 
1.45,0.85,1,0.91503 
1.45,0.85,1.5,0.92204 
1.45,0.85,2,0.93195 
1.45,0.85,2.5,0.94677 
1.5,0.4,0.5,0.69445 
1.5,0.4,1,0.68950 
1.5,0.4,1.5,0.67602 
1.5,0.4,2,0.66487 
1.5,0.4,2.5,0.68119 
1.5,0.45,0.5,0.73027 
1.5,0.45,1,0.71999 
1.5,0.45,1.5,0.70242 
1.5,0.45,2,0.68178 
1.5,0.45,2.5,0.68171 
1.5,0.5,0.5,0.77281 
1.5,0.5,1,0.76005 
1.5,0.5,1.5,0.73703 
1.5,0.5,2,0.70863 
1.5,0.5,2.5,0.69146 
1.5,0.55,0.5,0.82134 
1.5,0.55,1,0.80687 
1.5,0.55,1.5,0.78199 
1.5,0.55,2,0.74849 
1.5,0.55,2.5,0.71536 
1.5,0.6,0.5,0.87438 
1.5,0.6,1,0.86015 
1.5,0.6,1.5,0.83552 
1.5,0.6,2,0.80079 
1.5,0.6,2.5,0.75708 
1.5,0.65,0.5,0.92507 
1.5,0.65,1,0.91360 
1.5,0.65,1.5,0.89367 
1.5,0.65,2,0.86275 
1.5,0.65,2.5,0.81805 
1.5,0.7,0.5,0.96378 
1.5,0.7,1,0.95767 
1.5,0.7,1.5,0.94633 
1.5,0.7,2,0.92644 
1.5,0.7,2.5,0.89181 
1.5,0.75,0.5,0.98071 
1.5,0.75,1,0.98028 
1.5,0.75,1.5,0.97831 
1.5,0.75,2,0.97276 
1.5,0.75,2.5,0.95886 
1.5,0.8,0.5,0.96630 
1.5,0.8,1,0.96945 
1.5,0.8,1.5,0.97461 
1.5,0.8,2,0.98035 
1.5,0.8,2.5,0.98692 
1.5,0.85,0.5,0.91710 
1.5,0.85,1,0.92140 
1.5,0.85,1.5,0.92811 
1.5,0.85,2,0.93773 
1.5,0.85,2.5,0.95174 
