period,f,h,T
1.1,0.2,1,0.733198129
1.1,0.2,1.5,0.643769253
1.1,0.2,2,0.735610365
1.1,0.2,2.5,0.724099157
1.1,0.3,0.5,0.753015211
1.1,0.3,0.8,0.826804686
1.1,0.3,0.9,0.823885016
1.1,0.3,1,0.80240249
1.1,0.3,1.1,0.771389633
1.1,0.3,1.2,0.732742112
1.1,0.3,1.3,0.700148989
1.1,0.3,1.4,0.672459996
1.1,0.3,1.5,0.653561653
1.1,0.3,1.6,0.645557362
1.1,0.3,2,0.71686941
1.1,0.3,2.5,0.824118695
1.1,0.4,0.5,0.7658386
1.1,0.4,1,0.878285146
1.1,0.4,1.5,0.687756148
1.1,0.4,2,0.672303299
1.1,0.4,2.5,0.86389536
1.1,0.42,0.5,0.766328845
1.1,0.42,1,0.892412278
1.1,0.42,1.5,0.69774171
1.1,0.42,2,0.664599434
1.1,0.42,2.5,0.856638625
1.1,0.44,0.5,0.766418381
1.1,0.44,1,0.906227627
1.1,0.44,1.5,0.710519892
1.1,0.44,2,0.657118356
1.1,0.44,2.5,0.844240183
1.1,0.46,0.5,0.7663724
1.1,0.46,1,0.920134447
1.1,0.46,1.5,0.723926173
1.1,0.46,2,0.651337032
1.1,0.46,2.5,0.828127171
1.1,0.48,0.5,0.765127668
1.1,0.48,1,0.932165457
1.1,0.48,1.5,0.737987783
1.1,0.48,2,0.646548751
1.1,0.48,2.5,0.80843813
1.1,0.5,0.5,0.763998452
1.1,0.5,0.8,0.90470589
1.1,0.5,0.9,0.934268854
1.1,0.5,1,0.943148955
1.1,0.5,1.1,0.930174949
1.1,0.5,1.2,0.897995986
1.1,0.5,1.3,0.853430422
1.1,0.5,1.4,0.803474466
1.1,0.5,1.5,0.755683507
1.1,0.5,1.6,0.714914425
1.1,0.5,2,0.644644303
1.1,0.5,2.5,0.785967536
1.1,0.52,0.5,0.762479039
1.1,0.52,1,0.952685499
1.1,0.52,1.5,0.77374843
1.1,0.52,2,0.642587808
1.1,0.52,2.5,0.762677974
1.1,0.54,0.5,0.759935596
1.1,0.54,1,0.960411246
1.1,0.54,1.5,0.792869556
1.1,0.54,2,0.644482831
1.1,0.54,2.5,0.739837861
1.1,0.56,0.5,0.757196231
1.1,0.56,1,0.966285388
1.1,0.56,1.5,0.812383954
1.1,0.56,2,0.64805764
1.1,0.56,2.5,0.71805445
1.1,0.58,0.5,0.754151805
1.1,0.58,1,0.97034435
1.1,0.58,1.5,0.834604172
1.1,0.58,2,0.653748618
1.1,0.58,2.5,0.698410711
1.1,0.6,0.5,0.750465556
1.1,0.6,1,0.97181389
1.1,0.6,1.5,0.856240831
1.1,0.6,2,0.661090806
1.1,0.6,2.5,0.68074569
1.1,0.62,0.5,0.746406923
1.1,0.62,1,0.970886246
1.1,0.62,1.5,0.878045129
1.1,0.62,2,0.672135828
1.1,0.62,2.5,0.666029209
1.1,0.64,0.5,0.742493533
1.1,0.64,1,0.967990148
1.1,0.64,1.5,0.899708394
1.1,0.64,2,0.685823952
1.1,0.64,2.5,0.653822552
1.1,0.66,0.5,0.738418715
1.1,0.66,1,0.962519569
1.1,0.66,1.5,0.920450315
1.1,0.66,2,0.701486358
1.1,0.66,2.5,0.646267136
1.1,0.68,0.5,0.733271718
1.1,0.68,1,0.953809676
1.1,0.68,1.5,0.939735856
1.1,0.68,2,0.719475546
1.1,0.68,2.5,0.641422974
1.1,0.7,0.5,0.728430003
1.1,0.7,0.8,0.85550989
1.1,0.7,0.9,0.901831292
1.1,0.7,1,0.943632634
1.1,0.7,1.1,0.976747946
1.1,0.7,1.2,0.99603167
1.1,0.7,1.3,0.99894698
1.1,0.7,1.4,0.984948977
1.1,0.7,1.5,0.95597055
1.1,0.7,1.6,0.916000041
1.1,0.7,2,0.74028913
1.1,0.7,2.5,0.640655324
1.1,0.72,0.5,0.722997056
1.1,0.72,1,0.931014589
1.1,0.72,1.5,0.968796897
1.1,0.72,2,0.762596814
1.1,0.72,2.5,0.644143221
1.1,0.74,0.5,0.71785205
1.1,0.74,1,0.916435822
1.1,0.74,1.5,0.977455465
1.1,0.74,2,0.786167117
1.1,0.74,2.5,0.651641126
1.1,0.76,0.5,0.712343611
1.1,0.76,1,0.900112379
1.1,0.76,1.5,0.981108118
1.1,0.76,2,0.809486655
1.1,0.76,2.5,0.662458127
1.1,0.78,0.5,0.706512469
1.1,0.78,1,0.881487826
1.1,0.78,1.5,0.978806687
1.1,0.78,2,0.83313031
1.1,0.78,2.5,0.677207227
1.1,0.8,0.5,0.700542303
1.1,0.8,1,0.861912148
1.1,0.8,1.5,0.970497155
1.1,0.8,2,0.853704357
1.1,0.8,2.5,0.695322251
1.1,0.9,0.5,0.67054127
1.1,0.9,0.8,0.714530955
1.1,0.9,0.9,0.732662432
1.1,0.9,1,0.751742626
1.1,0.9,1.1,0.771554852
1.1,0.9,1.2,0.790992076
1.1,0.9,1.3,0.809638608
1.1,0.9,1.4,0.8267559
1.1,0.9,1.5,0.841797399
1.1,0.9,1.6,0.853266078
1.1,0.9,2,0.859392882
1.1,0.9,2.5,0.785385897
1.2,0.1,0.4,0.674674291
1.2,0.1,0.5,0.688063625
1.2,0.1,0.6,0.696701892
1.2,0.1,0.8,0.697695019
1.2,0.1,0.9,0.689184604
1.2,0.1,1,0.677112142
1.2,0.1,1.1,0.66294957
1.2,0.1,1.2,0.652021034
1.2,0.1,1.3,0.645154788
1.2,0.1,1.4,0.643208539
1.2,0.1,1.5,0.647726282
1.2,0.1,1.6,0.657086099
1.2,0.1,1.8,0.682194411
1.2,0.1,2,0.69995085
1.2,0.1,2.2,0.694997013
1.2,0.1,2.4,0.669043037
1.2,0.1,2.5,0.656686659
1.2,0.1,2.6,0.648192967
1.2,0.1,2.8,0.645079474
1.2,0.1,3,0.66349086
1.2,0.2,0.5,0.725848472
1.2,0.2,1,0.729988697
1.2,0.2,1.5,0.644300976
1.2,0.2,2,0.735520918
1.2,0.2,2.5,0.720421121
1.2,0.3,0.4,0.716120822
1.2,0.3,0.5,0.752026045
1.2,0.3,0.6,0.785691687
1.2,0.3,0.8,0.825208914
1.2,0.3,0.9,0.819859887
1.2,0.3,1,0.798431615
1.2,0.3,1.1,0.767568198
1.2,0.3,1.2,0.731605781
1.2,0.3,1.3,0.697733111
1.2,0.3,1.4,0.670734699
1.2,0.3,1.5,0.653244055
1.2,0.3,1.6,0.646019734
1.2,0.3,1.8,0.66375067
1.2,0.3,2,0.720073044
1.2,0.3,2.2,0.789121928
1.2,0.3,2.4,0.825842385
1.2,0.3,2.5,0.819085847
1.2,0.3,2.6,0.796968941
1.2,0.3,2.8,0.728770156
1.2,0.3,3,0.669494932
1.2,0.4,0.5,0.764759248
1.2,0.4,1,0.873737117
1.2,0.4,1.5,0.685085131
1.2,0.4,2,0.675526346
1.2,0.4,2.5,0.865169413
1.2,0.42,0.5,0.765669674
1.2,0.42,1,0.888330849
1.2,0.42,1.5,0.695321591
1.2,0.42,2,0.667241642
1.2,0.42,2.5,0.859493952
1.2,0.44,0.5,0.766120836
1.2,0.44,1,0.902440058
1.2,0.44,1.5,0.706857606
1.2,0.44,2,0.659835542
1.2,0.44,2.5,0.849042172
1.2,0.46,0.5,0.76633799
1.2,0.46,1,0.915789264
1.2,0.46,1.5,0.719955268
1.2,0.46,2,0.653200792
1.2,0.46,2.5,0.833749374
1.2,0.48,0.5,0.765756118
1.2,0.48,1,0.928225018
1.2,0.48,1.5,0.734974879
1.2,0.48,2,0.648412107
1.2,0.48,2.5,0.814849425
1.2,0.5,0.4,0.721199692
1.2,0.5,0.5,0.764420862
1.2,0.5,0.6,0.812521674
1.2,0.5,0.8,0.903900627
1.2,0.5,0.9,0.932245961
1.2,0.5,1,0.940300905
1.2,0.5,1.1,0.926324371
1.2,0.5,1.2,0.893119187
1.2,0.5,1.3,0.848170076
1.2,0.5,1.4,0.797114425
1.2,0.5,1.5,0.751493934
1.2,0.5,1.6,0.710253032
1.2,0.5,1.8,0.657221781
1.2,0.5,2,0.645539748
1.2,0.5,2.2,0.675685692
1.2,0.5,2.4,0.746668215
1.2,0.5,2.5,0.79265301
1.2,0.5,2.6,0.842333775
1.2,0.5,2.8,0.922892831
1.2,0.5,3,0.934324693
1.2,0.52,0.5,0.762386287
1.2,0.52,1,0.950253518
1.2,0.52,1.5,0.7687396
1.2,0.52,2,0.64406538
1.2,0.52,2.5,0.770315342
1.2,0.54,0.5,0.760937586
1.2,0.54,1,0.958578689
1.2,0.54,1.5,0.788122588
1.2,0.54,2,0.644343899
1.2,0.54,2.5,0.745338242
1.2,0.56,0.5,0.757948369
1.2,0.56,1,0.964733223
1.2,0.56,1.5,0.808598446
1.2,0.56,2,0.647054388
1.2,0.56,2.5,0.7238836
1.2,0.58,0.5,0.755109272
1.2,0.58,1,0.969265074
1.2,0.58,1.5,0.829752995
1.2,0.58,2,0.652608796
1.2,0.58,2.5,0.702977431
1.2,0.6,0.5,0.751439268
1.2,0.6,1,0.97160125
1.2,0.6,1.5,0.851702054
1.2,0.6,2,0.660987456
1.2,0.6,2.5,0.684341894
1.2,0.62,0.5,0.747553988
1.2,0.62,1,0.971196662
1.2,0.62,1.5,0.874427584
1.2,0.62,2,0.670307487
1.2,0.62,2.5,0.668437109
1.2,0.64,0.5,0.743222751
1.2,0.64,1,0.968552393
1.2,0.64,1.5,0.896055843
1.2,0.64,2,0.683310311
1.2,0.64,2.5,0.656467036
1.2,0.66,0.5,0.738492084
1.2,0.66,1,0.963161936
1.2,0.66,1.5,0.917380682
1.2,0.66,2,0.69837057
1.2,0.66,2.5,0.647840403
1.2,0.68,0.5,0.734165812
1.2,0.68,1,0.955280217
1.2,0.68,1.5,0.937093249
1.2,0.68,2,0.716769357
1.2,0.68,2.5,0.642690286
1.2,0.7,0.4,0.697251173
1.2,0.7,0.5,0.729079487
1.2,0.7,0.6,0.767391492
1.2,0.7,0.8,0.857183306
1.2,0.7,0.9,0.903423375
1.2,0.7,1,0.94522147
1.2,0.7,1.1,0.977907264
1.2,0.7,1.2,0.996660673
1.2,0.7,1.3,0.998709423
1.2,0.7,1.4,0.983611017
1.2,0.7,1.5,0.953979132
1.2,0.7,1.6,0.913565518
1.2,0.7,1.8,0.821393759
1.2,0.7,2,0.736884236
1.2,0.7,2.2,0.677539259
1.2,0.7,2.4,0.646119818
1.2,0.7,2.5,0.64115782
1.2,0.7,2.6,0.644037395
1.2,0.7,2.8,0.670389916
1.2,0.7,3,0.725738271
1.2,0.72,0.5,0.723988961
1.2,0.72,1,0.932557216
1.2,0.72,1.5,0.967665
1.2,0.72,2,0.759346094
1.2,0.72,2.5,0.643875198
1.2,0.74,0.5,0.71821359
1.2,0.74,1,0.918122615
1.2,0.74,1.5,0.977075356
1.2,0.74,2,0.783459845
1.2,0.74,2.5,0.651021371
1.2,0.76,0.5,0.712813472
1.2,0.76,1,0.9018119
1.2,0.76,1.5,0.980990869
1.2,0.76,2,0.807618407
1.2,0.76,2.5,0.661491172
1.2,0.78,0.5,0.707020521
1.2,0.78,1,0.883504685
1.2,0.78,1.5,0.979300038
1.2,0.78,2,0.831363163
1.2,0.78,2.5,0.676317133
1.2,0.8,0.5,0.70120228
1.2,0.8,1,0.863555521
1.2,0.8,1.5,0.971282926
1.2,0.8,2,0.852810139
1.2,0.8,2.5,0.693833369
1.2,0.9,0.4,0.65971003
1.2,0.9,0.5,0.670710149
1.2,0.9,0.6,0.683699843
1.2,0.9,0.8,0.714924398
1.2,0.9,0.9,0.733144545
1.2,0.9,1,0.752079616
1.2,0.9,1.1,0.771742107
1.2,0.9,1.2,0.79128213
1.2,0.9,1.3,0.810248993
1.2,0.9,1.4,0.827657677
1.2,0.9,1.5,0.842571293
1.2,0.9,1.6,0.854397225
1.2,0.9,1.8,0.866070079
1.2,0.9,2,0.86012241
1.2,0.9,2.2,0.837799156
1.2,0.9,2.4,0.804124007
1.2,0.9,2.5,0.785143605
1.2,0.9,2.6,0.765568229
1.2,0.9,2.8,0.727404167
1.2,0.9,3,0.693278212
1.3,0.1,0.5,0.686879951
1.3,0.1,0.8,0.69781416
1.3,0.1,0.9,0.689384801
1.3,0.1,1,0.675884783
1.3,0.1,1.1,0.662046968
1.3,0.1,1.2,0.650694517
1.3,0.1,1.3,0.644464479
1.3,0.1,1.4,0.64189935
1.3,0.1,1.5,0.647404007
1.3,0.1,1.6,0.656671177
1.3,0.1,2,0.698767834
1.3,0.1,2.5,0.655440484
1.3,0.2,0.5,0.725044482
1.3,0.2,1,0.727773379
1.3,0.2,1.5,0.64549556
1.3,0.2,2,0.735865519
1.3,0.2,2.5,0.717142621
1.3,0.3,0.5,0.750988242
1.3,0.3,0.8,0.821499901
1.3,0.3,0.9,0.815668193
1.3,0.3,1,0.794111212
1.3,0.3,1.1,0.762705618
1.3,0.3,1.2,0.727780586
1.3,0.3,1.3,0.694671029
1.3,0.3,1.4,0.669217271
1.3,0.3,1.5,0.652561999
1.3,0.3,1.6,0.646513838
1.3,0.3,2,0.722947927
1.3,0.3,2.5,0.813735261
1.3,0.4,0.5,0.764430463
1.3,0.4,1,0.86866242
1.3,0.4,1.5,0.682554942
1.3,0.4,2,0.679142417
1.3,0.4,2.5,0.866394394
1.3,0.42,0.5,0.765752735
1.3,0.42,1,0.883532205
1.3,0.42,1.5,0.692032687
1.3,0.42,2,0.670385821
1.3,0.42,2.5,0.862923528
1.3,0.44,0.5,0.766512612
1.3,0.44,1,0.897797774
1.3,0.44,1.5,0.703349431
1.3,0.44,2,0.662963459
1.3,0.44,2.5,0.853757888
1.3,0.46,0.5,0.766088086
1.3,0.46,1,0.911661136
1.3,0.46,1.5,0.716046751
1.3,0.46,2,0.656334244
1.3,0.46,2.5,0.839807662
1.3,0.48,0.5,0.76585282
1.3,0.48,1,0.924782942
1.3,0.48,1.5,0.729491412
1.3,0.48,2,0.650133619
1.3,0.48,2.5,0.821644344
1.3,0.5,0.5,0.764734829
1.3,0.5,0.8,0.903057569
1.3,0.5,0.9,0.930020626
1.3,0.5,1,0.936663024
1.3,0.5,1.1,0.921875833
1.3,0.5,1.2,0.88775816
1.3,0.5,1.3,0.842485248
1.3,0.5,1.4,0.794025116
1.3,0.5,1.5,0.745307494
1.3,0.5,1.6,0.706939993
1.3,0.5,2,0.645771976
1.3,0.5,2.5,0.798641051
1.3,0.52,0.5,0.762572222
1.3,0.52,1,0.947627388
1.3,0.52,1.5,0.764197762
1.3,0.52,2,0.643577917
1.3,0.52,2.5,0.77578734
1.3,0.54,0.5,0.761086433
1.3,0.54,1,0.95633671
1.3,0.54,1.5,0.783194689
1.3,0.54,2,0.644550725
1.3,0.54,2.5,0.752447271
1.3,0.56,0.5,0.758712561
1.3,0.56,1,0.963398491
1.3,0.56,1.5,0.803303624
1.3,0.56,2,0.646901547
1.3,0.56,2.5,0.729873411
1.3,0.58,0.5,0.75523712
1.3,0.58,1,0.968156944
1.3,0.58,1.5,0.824597048
1.3,0.58,2,0.651485124
1.3,0.58,2.5,0.708354197
1.3,0.6,0.5,0.752109615
1.3,0.6,1,0.970987994
1.3,0.6,1.5,0.846836739
1.3,0.6,2,0.658280124
1.3,0.6,2.5,0.689412732
1.3,0.62,0.5,0.748148115
1.3,0.62,1,0.971276963
1.3,0.62,1.5,0.869664818
1.3,0.62,2,0.668984938
1.3,0.62,2.5,0.672482988
1.3,0.64,0.5,0.743680457
1.3,0.64,1,0.968898033
1.3,0.64,1.5,0.891714483
1.3,0.64,2,0.680823277
1.3,0.64,2.5,0.658792128
1.3,0.66,0.5,0.738849655
1.3,0.66,1,0.964173457
1.3,0.66,1.5,0.913653427
1.3,0.66,2,0.696089261
1.3,0.66,2.5,0.649376352
1.3,0.68,0.5,0.734353877
1.3,0.68,1,0.95681486
1.3,0.68,1.5,0.934201504
1.3,0.68,2,0.714195777
1.3,0.68,2.5,0.643543882
1.3,0.7,0.5,0.72930071
1.3,0.7,0.8,0.858348684
1.3,0.7,0.9,0.904603967
1.3,0.7,1,0.946826545
1.3,0.7,1.1,0.9790232
1.3,0.7,1.2,0.997197211
1.3,0.7,1.3,0.998316186
1.3,0.7,1.4,0.982347395
1.3,0.7,1.5,0.951560866
1.3,0.7,1.6,0.9106571
1.3,0.7,2,0.733791881
1.3,0.7,2.5,0.64077024
1.3,0.72,0.5,0.723862561
1.3,0.72,1,0.934582603
1.3,0.72,1.5,0.966136123
1.3,0.72,2,0.756615135
1.3,0.72,2.5,0.643316953
1.3,0.74,0.5,0.718886426
1.3,0.74,1,0.919701945
1.3,0.74,1.5,0.976138571
1.3,0.74,2,0.78037061
1.3,0.74,2.5,0.649612084
1.3,0.76,0.5,0.713326983
1.3,0.76,1,0.903479844
1.3,0.76,1.5,0.981114907
1.3,0.76,2,0.805153412
1.3,0.76,2.5,0.659561905
1.3,0.78,0.5,0.707475428
1.3,0.78,1,0.884904428
1.3,0.78,1.5,0.979810466
1.3,0.78,2,0.829395586
1.3,0.78,2.5,0.674597969
1.3,0.8,0.5,0.701704548
1.3,0.8,1,0.865246175
1.3,0.8,1.5,0.972253409
1.3,0.8,2,0.851066735
1.3,0.8,2.5,0.692510719
1.3,0.9,0.5,0.670893645
1.3,0.9,0.8,0.715612716
1.3,0.9,0.9,0.734007572
1.3,0.9,1,0.752644358
1.3,0.9,1.1,0.772547266
1.3,0.9,1.2,0.79207088
1.3,0.9,1.3,0.810948477
1.3,0.9,1.4,0.828402107
1.3,0.9,1.5,0.843287698
1.3,0.9,1.6,0.85515258
1.3,0.9,2,0.86053075
1.3,0.9,2.5,0.78513031
1.4,0.1,0.4,0.674197145
1.4,0.1,0.5,0.686548089
1.4,0.1,0.6,0.696773777
1.4,0.1,0.8,0.696600334
1.4,0.1,0.9,0.688390345
1.4,0.1,1,0.675704726
1.4,0.1,1.1,0.662090602
1.4,0.1,1.2,0.651021543
1.4,0.1,1.3,0.644421923
1.4,0.1,1.4,0.643374628
1.4,0.1,1.5,0.647675712
1.4,0.1,1.6,0.65640854
1.4,0.1,1.8,0.68226388
1.4,0.1,2,0.69893061
1.4,0.1,2.2,0.692953071
1.4,0.1,2.4,0.669745086
1.4,0.1,2.5,0.655897637
1.4,0.1,2.6,0.647946922
1.4,0.1,2.8,0.644673336
1.4,0.1,3,0.662833685
1.4,0.2,0.5,0.723995235
1.4,0.2,1,0.725371887
1.4,0.2,1.5,0.646553562
1.4,0.2,2,0.735733527
1.4,0.2,2.5,0.71339748
1.4,0.3,0.4,0.715809664
1.4,0.3,0.5,0.750187137
1.4,0.3,0.6,0.782602056
1.4,0.3,0.8,0.818209707
1.4,0.3,0.9,0.811540431
1.4,0.3,1,0.789602202
1.4,0.3,1.1,0.75884081
1.4,0.3,1.2,0.724360051
1.4,0.3,1.3,0.692532274
1.4,0.3,1.4,0.667984287
1.4,0.3,1.5,0.652431153
1.4,0.3,1.6,0.647826269
1.4,0.3,1.8,0.669386162
1.4,0.3,2,0.726393056
1.4,0.3,2.2,0.791897606
1.4,0.3,2.4,0.818470297
1.4,0.3,2.5,0.807061358
1.4,0.3,2.6,0.782622271
1.4,0.3,2.8,0.715314544
1.4,0.3,3,0.662622363
1.4,0.4,0.5,0.764579848
1.4,0.4,1,0.863532742
1.4,0.4,1.5,0.679820302
1.4,0.4,2,0.68393413
1.4,0.4,2.5,0.866736413
1.4,0.42,0.5,0.765792148
1.4,0.42,1,0.878641642
1.4,0.42,1.5,0.688568469
1.4,0.42,2,0.673401578
1.4,0.42,2.5,0.865645119
1.4,0.44,0.5,0.766156181
1.4,0.44,1,0.893283603
1.4,0.44,1.5,0.699215154
1.4,0.44,2,0.665249774
1.4,0.44,2.5,0.8588022
1.4,0.46,0.5,0.766242027
1.4,0.46,1,0.907287396
1.4,0.46,1.5,0.711538771
1.4,0.46,2,0.657606726
1.4,0.46,2.5,0.846505572
1.4,0.48,0.5,0.765998044
1.4,0.48,1,0.92111383
1.4,0.48,1.5,0.726896982
1.4,0.48,2,0.651721271
1.4,0.48,2.5,0.82696347
1.4,0.5,0.4,0.721487589
1.4,0.5,0.5,0.765041223
1.4,0.5,0.6,0.812531107
1.4,0.5,0.8,0.901373657
1.4,0.5,0.9,0.927952875
1.4,0.5,1,0.933314011
1.4,0.5,1.1,0.917270628
1.4,0.5,1.2,0.882126698
1.4,0.5,1.3,0.837391478
1.4,0.5,1.4,0.787636019
1.4,0.5,1.5,0.74192661
1.4,0.5,1.6,0.703607115
1.4,0.5,1.8,0.654144686
1.4,0.5,2,0.647293589
1.4,0.5,2.2,0.683508285
1.4,0.5,2.4,0.758886614
1.4,0.5,2.5,0.806740286
1.4,0.5,2.6,0.854718824
1.4,0.5,2.8,0.925722855
1.4,0.5,3,0.92037093
1.4,0.52,0.5,0.763471244
1.4,0.52,1,0.94411277
1.4,0.52,1.5,0.758830648
1.4,0.52,2,0.644742559
1.4,0.52,2.5,0.784078435
1.4,0.54,0.5,0.761445588
1.4,0.54,1,0.953752037
1.4,0.54,1.5,0.777642318
1.4,0.54,2,0.644413319
1.4,0.54,2.5,0.759773261
1.4,0.56,0.5,0.759323655
1.4,0.56,1,0.961249242
1.4,0.56,1.5,0.797597786
1.4,0.56,2,0.645797359
1.4,0.56,2.5,0.736775243
1.4,0.58,0.5,0.756292711
1.4,0.58,1,0.966655776
1.4,0.58,1.5,0.818984884
1.4,0.58,2,0.649557194
1.4,0.58,2.5,0.714491181
1.4,0.6,0.5,0.752477981
1.4,0.6,1,0.970240587
1.4,0.6,1.5,0.841699251
1.4,0.6,2,0.656823613
1.4,0.6,2.5,0.693442492
1.4,0.62,0.5,0.74875889
1.4,0.62,1,0.970898076
1.4,0.62,1.5,0.864421092
1.4,0.62,2,0.666081766
1.4,0.62,2.5,0.676382484
1.4,0.64,0.5,0.744395059
1.4,0.64,1,0.969426647
1.4,0.64,1.5,0.887512248
1.4,0.64,2,0.678464327
1.4,0.64,2.5,0.661780935
1.4,0.66,0.5,0.740012054
1.4,0.66,1,0.96514988
1.4,0.66,1.5,0.909659549
1.4,0.66,2,0.693356572
1.4,0.66,2.5,0.651380193
1.4,0.68,0.5,0.735478596
1.4,0.68,1,0.957829988
1.4,0.68,1.5,0.930483199
1.4,0.68,2,0.710440476
1.4,0.68,2.5,0.644346277
1.4,0.7,0.4,0.697980103
1.4,0.7,0.5,0.730295849
1.4,0.7,0.6,0.769097905
1.4,0.7,0.8,0.859719271
1.4,0.7,0.9,0.906236853
1.4,0.7,1,0.94831837
1.4,0.7,1.1,0.980229731
1.4,0.7,1.2,0.99761326
1.4,0.7,1.3,0.997863267
1.4,0.7,1.4,0.980840359
1.4,0.7,1.5,0.949264349
1.4,0.7,1.6,0.907426061
1.4,0.7,1.8,0.814016467
1.4,0.7,2,0.730841254
1.4,0.7,2.2,0.673106365
1.4,0.7,2.4,0.644694138
1.4,0.7,2.5,0.641692516
1.4,0.7,2.6,0.645901484
1.4,0.7,2.8,0.676844061
1.4,0.7,3,0.736345338
1.4,0.72,0.5,0.724855448
1.4,0.72,1,0.936344629
1.4,0.72,1.5,0.964322933
1.4,0.72,2,0.752557025
1.4,0.72,2.5,0.642393731
1.4,0.74,0.5,0.719281506
1.4,0.74,1,0.921833405
1.4,0.74,1.5,0.975300807
1.4,0.74,2,0.776887094
1.4,0.74,2.5,0.648664693
1.4,0.76,0.5,0.713619985
1.4,0.76,1,0.905216579
1.4,0.76,1.5,0.98104382
1.4,0.76,2,0.80190587
1.4,0.76,2.5,0.658336243
1.4,0.78,0.5,0.707769128
1.4,0.78,1,0.886509803
1.4,0.78,1.5,0.980622069
1.4,0.78,2,0.827349597
1.4,0.78,2.5,0.672944794
1.4,0.8,0.5,0.701772039
1.4,0.8,1,0.866906954
1.4,0.8,1.5,0.973468186
1.4,0.8,2,0.850056442
1.4,0.8,2.5,0.690966869
1.4,0.9,0.4,0.659789297
1.4,0.9,0.5,0.670767639
1.4,0.9,0.6,0.683957009
1.4,0.9,0.8,0.71565376
1.4,0.9,0.9,0.733808149
1.4,0.9,1,0.753073377
1.4,0.9,1.1,0.773143285
1.4,0.9,1.2,0.792982387
1.4,0.9,1.3,0.811983278
1.4,0.9,1.4,0.829663366
1.4,0.9,1.5,0.844336221
1.4,0.9,1.6,0.856148635
1.4,0.9,1.8,0.867935092
1.4,0.9,2,0.861467332
1.4,0.9,2.2,0.838797989
1.4,0.9,2.4,0.804573835
1.4,0.9,2.5,0.78545558
1.4,0.9,2.6,0.765323039
1.4,0.9,2.8,0.726639438
1.4,0.9,3,0.692704703
1.5,0.1,0.5,0.685772795
1.5,0.1,0.8,0.695246496
1.5,0.1,0.9,0.686370892
1.5,0.1,1,0.674525234
1.5,0.1,1.1,0.661036363
1.5,0.1,1.2,0.650814867
1.5,0.1,1.3,0.643815008
1.5,0.1,1.4,0.64251102
1.5,0.1,1.5,0.646623835
1.5,0.1,1.6,0.656437383
1.5,0.1,2,0.697927815
1.5,0.1,2.5,0.655163766
1.5,0.1,3,0.662846103
1.5,0.1,3.5,0.696015004
1.5,0.1,4,0.643421
1.5,0.1,4.5,0.684143829
1.5,0.1,5,0.680524537
1.5,0.1,5.5,0.645480158
1.5,0.1,6,0.697718647
1.5,0.2,0.5,0.721536688
1.5,0.2,1,0.721551674
1.5,0.2,1.5,0.646767263
1.5,0.2,2,0.735501698
1.5,0.2,2.5,0.708655909
1.5,0.2,3,0.650073402
1.5,0.2,3.5,0.745245821
1.5,0.2,4,0.695544407
1.5,0.2,4.5,0.655902323
1.5,0.2,5,0.752328646
1.5,0.2,5.5,0.683314796
1.5,0.2,6,0.664103477
1.5,0.3,0.5,0.74803578
1.5,0.3,0.8,0.813126837
1.5,0.3,0.9,0.805786742
1.5,0.3,1,0.783834998
1.5,0.3,1.1,0.753502511
1.5,0.3,1.2,0.720202826
1.5,0.3,1.3,0.688471738
1.5,0.3,1.4,0.665733027
1.5,0.3,1.5,0.651802935
1.5,0.3,1.6,0.648020965
1.5,0.3,2,0.729973868
1.5,0.3,2.5,0.79965297
1.5,0.3,3,0.659722597
1.5,0.3,3.5,0.70896545
1.5,0.3,4,0.810671914
1.5,0.3,4.5,0.671282686
1.5,0.3,5,0.689532909
1.5,0.3,5.5,0.814086582
1.5,0.3,6,0.686827148
1.5,0.4,0.5,0.763360427
1.5,0.4,0.55,0.784936657
1.5,0.4,0.6,0.805750727
1.5,0.4,0.65,0.825280509
1.5,0.4,0.7,0.842840547
1.5,0.4,0.75,0.857004337
1.5,0.4,0.8,0.867549221
1.5,0.4,0.85,0.873289081
1.5,0.4,0.9,0.872997612
1.5,0.4,0.95,0.86818436
1.5,0.4,1,0.857838853
1.5,0.4,1.05,0.843794914
1.5,0.4,1.1,0.826987112
1.5,0.4,1.15,0.808569824
1.5,0.4,1.2,0.787994569
1.5,0.4,1.25,0.766080293
1.5,0.4,1.3,0.744706843
1.5,0.4,1.35,0.725744799
1.5,0.4,1.4,0.707505472
1.5,0.4,1.45,0.691697518
1.5,0.4,1.5,0.676023629
1.5,0.4,2,0.687664796
1.5,0.4,2.5,0.867278867
1.5,0.4,3,0.74934301
1.5,0.4,3.5,0.648692731
1.5,0.4,4,0.799543781
1.5,0.4,4.5,0.832968149
1.5,0.4,5,0.659959639
1.5,0.4,5.5,0.714256666
1.5,0.4,6,0.874520994
1.5,0.42,0.5,0.764825036
1.5,0.42,1,0.873608891
1.5,0.42,1.5,0.686423102
1.5,0.42,2,0.678080865
1.5,0.42,2.5,0.866445357
1.5,0.44,0.5,0.765370648
1.5,0.44,1,0.888103134
1.5,0.44,1.5,0.696282269
1.5,0.44,2,0.6691797
1.5,0.44,2.5,0.860558482
1.5,0.45,0.5,0.765453596
1.5,0.45,0.55,0.788167468
1.5,0.45,0.6,0.811322506
1.5,0.45,0.65,0.834015022
1.5,0.45,0.7,0.854678029
1.5,0.45,0.75,0.872673063
